action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,Active,5505552,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,OCCNc1c2ccccc2nc2c(F)c(F)c(F)c(F)c12,,,CHEMBL1201862,,,"{'bei': '14.22', 'le': '0.27', 'lle': '1.06', 'sei': '9.77'}",CHEMBL1418079,,CHEMBL1418079,4.41,0,http://www.openphacts.org/units/Nanomolar,1039658,=,7,1,=,,IC50,nM,,38700.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,38.7
,inactive,5572252,[],CHEMBL1614510,"PUBCHEM_BIOASSAY: Confirmation of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1438, AID1496, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(/C=C(\C#N)C(=O)Nc2cccc3ncccc23)o1.Cl,,,CHEMBL1201862,,,,CHEMBL1519408,,CHEMBL1623103,,0,http://www.openphacts.org/units/Nanomolar,1263317,>,7,1,>,,IC50,nM,,25000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,25.0
,Active,5572253,[],CHEMBL1614510,"PUBCHEM_BIOASSAY: Confirmation of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1438, AID1496, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3.Cl,,,CHEMBL1201862,,,"{'bei': '17.77', 'le': '0.32', 'lle': '1.90', 'sei': '10.87'}",CHEMBL1380684,,CHEMBL416288,4.75,0,http://www.openphacts.org/units/Nanomolar,1263318,=,7,1,=,,IC50,nM,,17777.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,17.777
,inactive,5572254,[],CHEMBL1614510,"PUBCHEM_BIOASSAY: Confirmation of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1438, AID1496, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,O=C(c1cccnc1)N(c1cc2sc(=O)oc2c2ccccc12)S(=O)(=O)c1ccccc1,,,CHEMBL1201862,,,,CHEMBL1419943,,CHEMBL1419943,,0,http://www.openphacts.org/units/Nanomolar,1263265,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5572255,[],CHEMBL1614510,"PUBCHEM_BIOASSAY: Confirmation of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1438, AID1496, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1cc(C=NNC(=O)Cn2c3ccccc3c(=O)c3ccccc32)c(C)n1-c1ccc(Cl)cc1,,,CHEMBL1201862,,,"{'bei': '10.07', 'le': '0.19', 'lle': '-0.50', 'sei': '7.11'}",CHEMBL1483506,,CHEMBL1483506,4.87,0,http://www.openphacts.org/units/Nanomolar,1263297,=,7,1,=,,IC50,nM,,13621.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,13.621
,Active,5572256,[],CHEMBL1614510,"PUBCHEM_BIOASSAY: Confirmation of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1438, AID1496, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl.O,,,CHEMBL1201862,,,"{'bei': '17.67', 'le': '0.32', 'lle': '1.87', 'sei': '10.81'}",CHEMBL1256708,APOMORPHINE HYDROCHLORIDE HEMIHYDRATE,CHEMBL53,4.72,0,http://www.openphacts.org/units/Nanomolar,1263319,=,7,1,=,,IC50,nM,,18865.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,18.865
,Active,5572257,[],CHEMBL1614510,"PUBCHEM_BIOASSAY: Confirmation of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1438, AID1496, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,O=C1C=CC(=O)N1N(c1ccccc1)c1ccccc1,,,CHEMBL1201862,,,"{'bei': '18.10', 'le': '0.33', 'lle': '2.12', 'sei': '11.78'}",CHEMBL1490677,,CHEMBL1490677,4.78,0,http://www.openphacts.org/units/Nanomolar,1263308,=,7,1,=,,IC50,nM,,16478.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,16.478
,inactive,5857563,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCCOc1ccc(C2C(C(=O)OC)=CN(CCOC)C=C2C(=O)OC)cc1,,,CHEMBL1201862,,,,CHEMBL1339329,,CHEMBL1339329,,0,http://www.openphacts.org/units/Nanomolar,1283589,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5857564,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCCc1cc2c(OC(=O)CC)c(-c3ccc(C(=O)OCC)o3)c(=O)oc2cc1OC,,,CHEMBL1201862,,,"{'bei': '11.90', 'le': '0.22', 'lle': '0.59', 'sei': '4.85'}",CHEMBL1378709,,CHEMBL1378709,5.10,0,http://www.openphacts.org/units/Nanomolar,1034292,=,7,1,=,,IC50,nM,,7940.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,7.94
,inactive,5857565,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1cc2c(c(=O)n1CCc1ccccc1)C(c1ccco1)C(C#N)=C(N)O2,,,CHEMBL1201862,,,,CHEMBL1464508,,CHEMBL1464508,,0,http://www.openphacts.org/units/Nanomolar,1001345,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5857566,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,O=S(=O)(Nc1ccc(-c2nc3cccnc3s2)cc1)c1ccc(Cl)s1,,,CHEMBL1201862,,,"{'bei': '11.32', 'le': '0.25', 'lle': '-0.25', 'sei': '6.42'}",CHEMBL1323994,,CHEMBL1323994,4.62,0,http://www.openphacts.org/units/Nanomolar,992353,=,7,1,=,,IC50,nM,,24000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,24.0
,inactive,5857567,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,COc1cccc(-c2nc(-c3ccc4c(c3)-c3ccccc3S4(=O)=O)c(-c3ccccc3)[nH]2)c1OC,,,CHEMBL1201862,,,,CHEMBL1338756,,CHEMBL1338756,,0,http://www.openphacts.org/units/Nanomolar,985260,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,inactive,5857568,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1cc(C)cc(Oc2nc3c(C)cccn3c(=O)c2/C=C(\C#N)C(=O)NC2CCS(=O)(=O)C2)c1,,,CHEMBL1201862,,,"{'bei': '8.46', 'le': '0.16', 'lle': '1.55', 'sei': '3.19'}",CHEMBL1604389,,CHEMBL1604389,4.17,0,http://www.openphacts.org/units/Nanomolar,1026521,=,7,1,=,,IC50,nM,,68000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,68.0
,Active,5857569,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Oc1ccc(-c2cnns2)c(O)c1,,,CHEMBL1201862,,,"{'bei': '24.21', 'le': '0.49', 'lle': '3.08', 'sei': '7.10'}",CHEMBL1468099,,CHEMBL1468099,4.70,0,http://www.openphacts.org/units/Nanomolar,1050935,=,7,1,=,,IC50,nM,,19900.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,19.9
,Active,5857570,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,O=C(COC(=O)c1c2c(nc3ccccc13)/C(=C/c1ccco1)CC2)NC1CCCC1,,,CHEMBL1201862,,,"{'bei': '11.96', 'le': '0.22', 'lle': '0.45', 'sei': '6.12'}",CHEMBL1467976,,CHEMBL1467976,4.98,0,http://www.openphacts.org/units/Nanomolar,1045985,=,7,1,=,,IC50,nM,,10400.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,10.4
,Active,5857571,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1cc(O)ccc1Nc1nc2ccccc2nc1Nc1ccc(O)cc1C,,,CHEMBL1201862,,,"{'bei': '13.83', 'le': '0.25', 'lle': '0.00', 'sei': '5.70'}",CHEMBL1608118,,CHEMBL1608118,5.15,0,http://www.openphacts.org/units/Nanomolar,1281781,=,7,1,=,,IC50,nM,,7080.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,7.08
,inactive,5857572,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,N=c1c(S(=O)(=O)c2ccccc2)cc2c(=O)n3ccccc3nc2n1Cc1ccco1,,,CHEMBL1201862,,,"{'bei': '9.81', 'le': '0.19', 'lle': '1.64', 'sei': '3.84'}",CHEMBL1479811,,CHEMBL1479811,4.24,0,http://www.openphacts.org/units/Nanomolar,1297798,=,7,1,=,,IC50,nM,,57500.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,57.5
,Active,5857573,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,C/C(=N\Nc1nc(-c2cc(C)ccc2C)cs1)c1cc2c(ccc3ccccc32)oc1=O,,,CHEMBL1201862,,,"{'bei': '11.37', 'le': '0.21', 'lle': '-1.52', 'sei': '7.40'}",CHEMBL3190303,,CHEMBL3190303,5.00,0,http://www.openphacts.org/units/Nanomolar,1030424,=,7,1,=,,IC50,nM,,10100.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,10.1
,inactive,5857574,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CN1c2ccsc2C(O)=C(C(S)=Nc2ccc(F)c(Cl)c2)S1(=O)=O,,,CHEMBL1201862,,,,CHEMBL1613571,,CHEMBL1613571,,0,http://www.openphacts.org/units/Nanomolar,989268,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,inactive,5857575,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Oc1ccc(/N=C/c2ccc(-c3cccs3)s2)cc1,,,CHEMBL1201862,,,,CHEMBL504791,,CHEMBL504791,,0,http://www.openphacts.org/units/Nanomolar,1283802,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,inactive,5857576,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1cccn2c(=O)c(/C=C(\C#N)C(N)=O)c(N3CCN(Cc4ccc5c(c4)OCO5)CC3)nc12,,,CHEMBL1201862,,,,CHEMBL1426072,,CHEMBL1426072,,0,http://www.openphacts.org/units/Nanomolar,1033991,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5857577,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCOc1cc(C2C3=C(CCCC3=O)N(CCC(=O)O)C3=C2C(=O)CCC3)ccc1OS(=O)(=O)c1ccc(C)cc1,,,CHEMBL1201862,,,"{'bei': '7.79', 'le': '0.15', 'lle': '-0.53', 'sei': '3.55'}",CHEMBL1299795,,CHEMBL1299795,4.52,0,http://www.openphacts.org/units/Nanomolar,1051083,=,7,1,=,,IC50,nM,,30500.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,30.5
,inactive,5857578,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1cccn2c(=O)c(/C=C(\C#N)C(=O)NCc3ccco3)c(N3CCC(C(N)=O)CC3)nc12,,,CHEMBL1201862,,,,CHEMBL1349913,,CHEMBL1349913,,0,http://www.openphacts.org/units/Nanomolar,1033940,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5857579,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(S(=O)(=O)Oc2ccc(C3C4=C(CCCC4=O)N(CCC(=O)O)C4=C3C(=O)CCC4)cc2Cl)cc1,,,CHEMBL1201862,,,"{'bei': '8.48', 'le': '0.17', 'lle': '-0.46', 'sei': '4.10'}",CHEMBL1555914,,CHEMBL1555914,4.84,0,http://www.openphacts.org/units/Nanomolar,1050765,=,7,1,=,,IC50,nM,,14600.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,14.6
,inactive,5857580,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc2nc(N3CCCC3)c(C#N)cc2c1,,,CHEMBL1201862,,,,CHEMBL1303198,,CHEMBL1303198,,0,http://www.openphacts.org/units/Nanomolar,1289437,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,inactive,5857581,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1cccn2c(=O)c(/C=C(\C#N)C(=O)NCc3ccco3)c(N3CCCC(C)C3)nc12,,,CHEMBL1201862,,,,CHEMBL1373908,,CHEMBL1373908,,0,http://www.openphacts.org/units/Nanomolar,1034674,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5857582,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCOC(=O)Cc1csc(-n2sc3ccccc3c2=O)n1,,,CHEMBL1201862,,,"{'bei': '15.81', 'le': '0.33', 'lle': '2.46', 'sei': '8.28'}",CHEMBL1412731,,CHEMBL1412731,5.07,0,http://www.openphacts.org/units/Nanomolar,1169773,=,7,1,=,,IC50,nM,,8580.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,8.58
,inactive,5857583,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1cc(=O)oc2c3c4c(cc12)OCCN4CCC3,,,CHEMBL1201862,,,,CHEMBL1361904,,CHEMBL1361904,,0,http://www.openphacts.org/units/Nanomolar,981813,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,inactive,5857584,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(CNC(=O)NCc2ccccc2)cc1,,,CHEMBL1201862,,,,CHEMBL1303465,,CHEMBL1303465,,0,http://www.openphacts.org/units/Nanomolar,1132566,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,inactive,5857585,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CN1CCc2c(sc3c2c(NCc2ccco2)nc2nnnn23)C1,,,CHEMBL1201862,,,"{'bei': '12.45', 'le': '0.24', 'lle': '2.32', 'sei': '5.04'}",CHEMBL1350226,,CHEMBL1350226,4.25,0,http://www.openphacts.org/units/Nanomolar,1306789,=,7,1,=,,IC50,nM,,56300.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,56.3
,Active,5857586,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(/C=C(\C#N)C(=O)Nc2cccc3ncccc23)o1.Cl,,,CHEMBL1201862,,,"{'bei': '15.69', 'le': '0.28', 'lle': '1.08', 'sei': '6.03'}",CHEMBL1519408,,CHEMBL1623103,4.76,0,http://www.openphacts.org/units/Nanomolar,1038564,=,7,1,=,,IC50,nM,,17400.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,17.4
,inactive,5857587,[],CHEMBL1614223,"PUBCHEM_BIOASSAY: Identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a time resolved fluorescence resonance energy transfer (TR-FRET) assay. Counterscreen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1434, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(C(=O)/N=c2\c(C#N)cc3c(=O)n4cccc(C)c4nc3n2Cc2ccco2)cc1,,,CHEMBL1201862,,,"{'bei': '8.88', 'le': '0.16', 'lle': '0.91', 'sei': '3.60'}",CHEMBL3207893,,CHEMBL3207893,4.13,0,http://www.openphacts.org/units/Nanomolar,999268,=,7,1,=,,IC50,nM,,73700.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,73.7
